Name,Height,Weight,Preferred Foot,Birth Date,Age,Preferred Positions,OVR,POT,Value,Wage,GK Reflexes,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeper
Enzo Fernández ,178 cm,76 kg,Right,"Jan. 17, 2001",22,"CM, CDM",83,89,42500000.0,120.0,10,80.5,76.0,80.33333333333333,80.0,77.0,73.125,7.8
Dani Olmo ,179 cm,72 kg,Right,"May 7, 1998",25,"CAM, CF",83,87,40500000.0,70.0,11,86.5,47.0,73.5,81.66666666666667,71.42857142857143,70.625,13.2
William Saliba ,193 cm,85 kg,Right,"March 24, 2001",22,CB,83,89,37500000.0,60.0,11,76.5,85.0,72.5,72.33333333333333,73.71428571428571,45.125,8.4
Cody Gakpo ,189 cm,76 kg,Right,"May 7, 1999",24,"CF, LW",83,88,42500000.0,130.0,5,85.5,33.0,70.66666666666667,77.0,79.85714285714286,77.125,9.4
Pau Torres ,191 cm,80 kg,Left,"Jan. 16, 1997",26,CB,83,86,34500000.0,100.0,9,72.0,84.0,70.66666666666667,71.0,73.14285714285714,45.875,11.8
Alphonso Davies ,185 cm,77 kg,Left,"Nov. 2, 2000",23,"LB, LM",83,88,39000000.0,65.0,14,84.5,74.0,78.5,79.33333333333333,86.0,63.0,9.4
Patrik Schick ,191 cm,86 kg,Left,"Jan. 24, 1996",27,ST,83,84,39500000.0,80.0,14,81.5,24.0,69.0,68.66666666666667,78.71428571428571,75.125,11.4
Franck Yannick Kessié ,183 cm,74 kg,Right,"Dec. 19, 1996",26,"CDM, CM",83,84,35000000.0,50.0,10,81.0,80.0,79.66666666666667,74.0,81.28571428571429,70.75,10.8
Unai Simón ,190 cm,89 kg,Right,"June 11, 1997",26,GK,83,86,29000000.0,31.0,85,14.0,15.0,40.0,29.333333333333332,53.57142857142857,22.25,82.0
Ronaldo Cabrais ,177 cm,75 kg,Right,"Feb. 29, 1992",31,"CAM, RM",83,83,30000000.0,29.5,13,84.0,34.0,72.0,82.66666666666667,81.42857142857143,76.875,13.0
Oyarzabal ,181 cm,79 kg,Left,"April 21, 1997",26,"LM, RM, LW",83,84,39500000.0,49.0,11,84.5,31.0,68.33333333333333,78.33333333333333,73.42857142857143,77.375,10.0
Gianluca Mancini ,190 cm,77 kg,Right,"April 17, 1996",27,CB,83,85,33500000.0,65.0,8,65.5,81.5,70.66666666666667,56.333333333333336,68.14285714285714,46.875,9.4
Palhinha ,190 cm,85 kg,Right,"July 9, 1995",28,"CDM, CM",83,84,34000000.0,100.0,7,78.5,86.5,79.33333333333333,72.0,71.0,63.375,9.2
Lorenzo Pellegrini ,186 cm,77 kg,Right,"June 19, 1996",27,"CAM, CM, CF",83,84,38500000.0,85.0,11,83.5,74.5,80.33333333333333,81.66666666666667,81.0,76.375,10.6
André-Franck Zambo Anguissa ,184 cm,78 kg,Right,"Nov. 16, 1995",28,"CDM, CM",83,84,34000000.0,70.0,11,82.0,80.5,81.5,72.0,81.42857142857143,62.5,10.0
Benjamin Pavard ,186 cm,81 kg,Right,"March 28, 1996",27,"CB, RB",83,84,33500000.0,95.0,15,72.5,84.5,75.0,77.33333333333333,73.71428571428571,66.5,10.6
Presnel Kimpembe ,189 cm,80 kg,Left,"Aug. 13, 1995",28,CB,83,84,33500000.0,95.0,9,70.5,82.5,73.5,71.33333333333333,77.42857142857143,48.5,10.6
Guido Rodríguez ,185 cm,80 kg,Right,"April 11, 1995",28,CDM,83,84,32000000.0,36.0,6,74.0,86.5,76.66666666666667,72.0,61.0,60.375,11.8
Konrad Laimer ,180 cm,72 kg,Right,"May 27, 1997",26,"CDM, CM",83,84,35000000.0,75.0,12,77.5,79.0,81.33333333333333,78.66666666666667,78.71428571428571,63.875,11.6
Alex Meret ,190 cm,83 kg,Left,"March 22, 1997",26,GK,83,85,29000000.0,55.0,86,20.5,16.5,38.666666666666664,23.333333333333332,49.142857142857146,23.625,80.8
Borja Iglesias ,187 cm,86 kg,Right,"Jan. 17, 1993",30,ST,83,83,35500000.0,41.0,16,79.0,31.5,70.5,63.0,73.14285714285714,76.375,14.2
Manuel Locatelli ,185 cm,75 kg,Right,"Jan. 8, 1998",25,"CDM, CM",83,86,35500000.0,115.0,15,81.0,79.5,78.0,80.33333333333333,71.28571428571429,69.75,11.8
Marco Asensio ,182 cm,76 kg,Left,"Jan. 21, 1996",27,RW,83,83,38500000.0,115.0,10,85.0,40.5,68.33333333333333,81.33333333333333,75.71428571428571,76.25,10.0
Nabil Fekir ,173 cm,75 kg,Left,"July 18, 1993",30,CAM,83,83,35500000.0,40.0,15,85.5,36.5,74.5,79.66666666666667,82.14285714285714,76.0,12.2
Rafa ,172 cm,66 kg,Right,"May 17, 1993",30,"CF, RM",83,83,35500000.0,24.5,8,85.5,43.0,72.66666666666667,77.0,78.85714285714286,68.25,10.2
José María Giménez ,185 cm,79 kg,Right,"Jan. 20, 1995",28,CB,83,85,31500000.0,70.0,15,60.5,85.0,65.83333333333333,62.0,71.14285714285714,49.375,10.4
Marcelo Brozović ,181 cm,72 kg,Right,"Nov. 16, 1992",31,"CDM, CM",83,83,30500000.0,55.0,8,80.5,83.0,79.16666666666667,80.0,75.71428571428571,73.75,10.0
Andreas Christensen ,187 cm,82 kg,Right,"April 10, 1996",27,CB,83,85,33500000.0,155.0,8,73.0,85.0,69.66666666666667,71.0,69.42857142857143,39.25,8.8
Alessio Romagnoli ,185 cm,75 kg,Left,"Jan. 12, 1995",28,CB,83,83,31500000.0,65.0,9,71.5,86.0,67.0,60.0,69.42857142857143,42.625,10.4
Piotr Zieliński ,180 cm,75 kg,Right,"May 20, 1994",29,"CM, CAM",83,83,35500000.0,80.0,6,87.0,72.5,75.5,79.66666666666667,75.71428571428571,70.875,10.0
Jonas Hofmann ,176 cm,72 kg,Right,"July 14, 1992",31,"CAM, RM, LM",83,83,35000000.0,75.0,10,81.5,57.0,79.83333333333333,82.0,75.71428571428571,71.75,8.4
Filip Kostić ,184 cm,84 kg,Left,"Nov. 1, 1992",31,"LM, LW",83,83,35000000.0,130.0,13,83.0,73.0,77.5,83.33333333333333,81.71428571428571,75.125,12.8
Emre Can ,186 cm,86 kg,Right,"Jan. 12, 1994",29,"CDM, CB",83,83,31000000.0,60.0,11,80.0,83.0,80.83333333333333,76.33333333333333,79.42857142857143,76.875,10.8
Gerard Moreno ,180 cm,77 kg,Left,"April 7, 1992",31,"ST, RM",83,83,30500000.0,55.0,10,82.5,41.0,71.16666666666667,77.0,77.14285714285714,79.75,11.2
Luke Shaw ,181 cm,75 kg,Left,"July 12, 1995",28,"LB, CB",83,83,35000000.0,135.0,7,81.0,81.0,81.83333333333333,82.0,76.0,64.0,9.8
Sébastien Haller ,191 cm,90 kg,Right,"June 22, 1994",29,ST,83,83,36500000.0,75.0,6,78.0,58.5,72.16666666666667,57.333333333333336,71.28571428571429,74.125,8.0
Jorginho ,178 cm,68 kg,Right,"Dec. 20, 1991",31,"CDM, CM",83,83,25500000.0,125.0,8,83.0,75.0,79.33333333333333,84.0,67.14285714285714,70.125,11.2
Willi Orban ,186 cm,87 kg,Right,"Nov. 3, 1992",31,CB,83,83,30000000.0,65.0,6,55.5,83.5,67.66666666666667,60.333333333333336,66.0,40.125,11.6
Raheem Sterling ,170 cm,69 kg,Right,"Dec. 8, 1994",29,"LW, RW, ST",83,83,36500000.0,155.0,9,83.5,49.0,69.16666666666667,74.0,81.42857142857143,71.875,12.6
Sergi Darder ,180 cm,71 kg,Right,"Dec. 22, 1993",29,"CM, CDM, CAM",83,83,35500000.0,44.0,12,84.0,75.5,79.66666666666667,82.0,79.42857142857143,72.125,9.2
Morata ,190 cm,84 kg,Right,"Oct. 23, 1992",31,ST,83,83,35500000.0,80.0,5,81.0,17.0,69.5,70.33333333333333,79.14285714285714,76.375,4.4
Nacho Fernández ,180 cm,76 kg,Right,"Jan. 18, 1990",33,"CB, LB, RB",83,83,17500000.0,170.0,7,71.5,82.0,68.16666666666667,73.66666666666667,76.0,46.0,10.2
Francesco Acerbi ,192 cm,88 kg,Left,"Feb. 10, 1988",35,CB,83,83,9500000.0,65.0,11,68.0,85.0,70.16666666666667,62.666666666666664,60.285714285714285,58.75,10.6
Wissam Ben Yedder ,170 cm,68 kg,Right,"Aug. 12, 1990",33,ST,83,83,29500000.0,80.0,7,86.5,29.5,73.66666666666667,74.33333333333333,80.57142857142857,80.75,8.4
Alexandre Lacazette ,175 cm,73 kg,Right,"May 28, 1991",32,ST,83,83,29500000.0,60.0,6,83.5,38.5,75.16666666666667,74.66666666666667,77.71428571428571,79.625,7.4
Christian Eriksen ,181 cm,76 kg,Right,"Feb. 14, 1992",31,"CM, CDM",83,83,30000000.0,145.0,6,83.5,39.5,70.16666666666667,89.33333333333333,62.857142857142854,77.5,8.6
Sergio Busquets ,189 cm,76 kg,Right,"July 16, 1988",35,CDM,83,83,12500000.0,14.0,13,82.5,81.0,81.16666666666667,78.0,57.0,61.75,9.6
Jordi Alba ,170 cm,68 kg,Left,"March 21, 1989",34,LB,83,83,13500000.0,14.0,13,80.5,78.0,79.16666666666667,83.33333333333333,80.42857142857143,69.0,12.0
Marco Reus ,180 cm,71 kg,Right,"May 31, 1989",34,"CAM, CF",83,83,17000000.0,65.0,11,85.5,53.0,74.16666666666667,82.0,69.85714285714286,78.75,12.2
Ángel Di María ,180 cm,69 kg,Left,"Feb. 14, 1988",35,"CF, RW, RM",83,83,15500000.0,18.5,11,90.5,53.5,75.5,84.33333333333333,75.0,78.0,10.2
Edin Džeko ,193 cm,80 kg,Right,"March 17, 1986",37,ST,83,83,12500000.0,43.0,15,80.5,22.0,73.66666666666667,71.66666666666667,66.57142857142857,75.75,12.6
Mats Hummels ,191 cm,94 kg,Right,"Dec. 16, 1988",34,CB,83,83,12000000.0,60.0,6,70.5,83.5,78.5,77.0,64.57142857142857,64.0,8.4
Hugo Lloris ,188 cm,82 kg,Left,"Dec. 26, 1986",36,GK,83,83,925000.0,55.0,86,20.5,15.0,43.0,40.0,53.42857142857143,20.375,80.4
Sergio Ramos ,184 cm,82 kg,Right,"March 30, 1986",37,CB,83,83,6500000.0,27.5,11,70.5,82.5,80.83333333333333,73.66666666666667,67.14285714285714,75.25,9.2
Antony ,172 cm,63 kg,Left,"Feb. 24, 2000",23,"RW, RM",82,87,35000000.0,130.0,13,87.0,38.0,75.0,71.66666666666667,80.85714285714286,71.375,10.8
Darwin Núñez ,187 cm,80 kg,Right,"June 24, 1999",24,"ST, LW",82,88,35500000.0,120.0,13,76.0,37.5,74.33333333333333,69.66666666666667,84.57142857142857,76.625,11.8
Nuno Mendes ,176 cm,70 kg,Left,"June 19, 2002",21,"LB, LWB",82,87,33000000.0,60.0,15,79.0,78.5,76.66666666666667,76.66666666666667,83.28571428571429,61.25,10.0
Joško Gvardiol ,185 cm,80 kg,Left,"Jan. 23, 2002",21,"CB, LB",82,88,31500000.0,95.0,11,75.5,84.0,74.16666666666667,70.33333333333333,77.57142857142857,60.625,7.8
Eduardo Camavinga ,182 cm,68 kg,Left,"Nov. 10, 2002",21,"CDM, CM, LB",82,89,30500000.0,110.0,12,83.0,81.5,78.16666666666667,82.0,80.28571428571429,65.0,10.0
Boulaye Dia ,180 cm,75 kg,Right,"Nov. 16, 1996",27,"ST, LW, CF",82,85,34000000.0,50.0,10,82.5,15.5,64.5,59.333333333333336,79.28571428571429,72.375,12.0
Viktor Tsygankov ,178 cm,72 kg,Left,"Nov. 15, 1997",26,"RM, CM, CAM",82,85,34000000.0,37.0,12,82.5,38.0,69.0,78.66666666666667,73.85714285714286,71.75,9.8
Loïs Openda ,177 cm,79 kg,Right,"Feb. 16, 2000",23,ST,82,86,35500000.0,65.0,13,80.0,21.0,69.16666666666667,67.66666666666667,86.28571428571429,70.75,9.6
Orkun Kökçü ,175 cm,68 kg,Right,"Dec. 29, 2000",22,"CM, CAM",82,86,35500000.0,18.0,12,81.5,71.0,78.66666666666667,82.33333333333333,75.57142857142857,73.625,8.6
Mehdi Taremi ,185 cm,83 kg,Right,"July 18, 1992",31,"ST, CF",82,82,30000000.0,22.5,8,83.0,33.0,67.66666666666667,73.0,76.71428571428571,74.375,10.4
Dominik Livaković ,187 cm,79 kg,Right,"Jan. 9, 1995",28,GK,82,84,21500000.0,37.0,89,23.5,20.5,44.0,41.0,55.285714285714285,16.875,79.2
Ferran Torres ,184 cm,77 kg,Right,"Feb. 29, 2000",23,"LW, RW, ST",82,88,35000000.0,150.0,12,83.5,26.0,69.33333333333333,78.0,79.14285714285714,74.5,11.8
Pedro Gonçalves ,173 cm,77 kg,Right,"June 28, 1998",25,"LW, RW, CM",82,85,34000000.0,21.5,8,83.5,54.5,78.83333333333333,80.0,75.14285714285714,74.25,11.2
Guglielmo Vicario ,188 cm,76 kg,Right,"Oct. 7, 1996",27,GK,82,85,24000000.0,75.0,85,13.0,12.0,38.0,21.666666666666668,38.57142857142857,15.625,82.2
Alexis Mac Allister ,176 cm,72 kg,Right,"Dec. 24, 1998",24,"CM, CAM, CDM",82,84,35000000.0,110.0,10,83.5,69.0,76.5,81.33333333333333,74.42857142857143,77.625,11.2
Dominik Szoboszlai ,186 cm,74 kg,Right,"Oct. 25, 2000",23,CAM,82,86,36000000.0,110.0,6,83.0,27.5,66.33333333333333,83.66666666666667,75.28571428571429,81.5,9.8
Noussair Mazraoui ,183 cm,65 kg,Right,"Nov. 14, 1997",26,RB,82,85,30500000.0,65.0,12,83.5,80.5,77.5,79.33333333333333,78.14285714285714,59.25,11.2
Kai Havertz ,190 cm,82 kg,Left,"June 11, 1999",24,"CAM, RW, ST",82,87,35000000.0,110.0,12,84.5,42.0,70.16666666666667,78.66666666666667,75.28571428571429,75.625,9.4
Youssef En-Nesyri ,188 cm,78 kg,Left,"June 1, 1997",26,ST,82,83,34000000.0,42.0,13,79.5,29.0,67.83333333333333,62.0,74.14285714285714,75.125,11.6
Édouard Mendy ,197 cm,86 kg,Right,"March 1, 1992",31,GK,82,82,16000000.0,37.0,83,24.5,12.0,38.333333333333336,39.333333333333336,46.285714285714285,16.75,80.8
Diogo Costa ,192 cm,84 kg,Right,"Sept. 19, 1999",24,GK,82,88,26000000.0,12.5,86,24.0,12.0,41.333333333333336,39.333333333333336,43.0,16.0,80.6
Alexander Isak ,192 cm,77 kg,Right,"Sept. 21, 1999",24,"ST, LW",82,86,35500000.0,120.0,11,86.0,31.5,70.5,67.66666666666667,79.42857142857143,75.625,8.0
Robin Le Normand ,187 cm,81 kg,Right,"Nov. 11, 1996",27,CB,82,87,29000000.0,41.0,10,62.0,83.0,60.333333333333336,60.0,65.42857142857143,37.125,12.2
Nahuel Molina ,175 cm,70 kg,Right,"April 6, 1998",25,"RB, RWB, RM",82,86,30500000.0,60.0,10,79.0,78.0,77.33333333333333,77.0,78.71428571428571,60.875,9.6
Jadon Sancho ,180 cm,76 kg,Right,"March 25, 2000",23,"LW, LM",82,86,35000000.0,130.0,13,87.5,31.0,65.16666666666667,77.0,71.57142857142857,67.375,10.4
Isi Palazón ,169 cm,71 kg,Left,"Dec. 27, 1994",28,RM,82,82,30500000.0,32.0,15,82.5,39.0,67.83333333333333,79.33333333333333,76.71428571428571,70.875,11.4
Cristian Romero ,185 cm,79 kg,Right,"April 27, 1998",25,CB,82,86,29500000.0,90.0,14,64.0,83.5,71.66666666666667,60.0,73.28571428571429,50.125,9.4
Javi Galán ,172 cm,70 kg,Left,"Nov. 19, 1994",29,"LB, LWB",82,82,27500000.0,65.0,8,85.5,84.5,70.66666666666667,82.0,76.14285714285714,61.625,10.4
Donyell Malen ,178 cm,77 kg,Right,"Jan. 19, 1999",24,"RM, ST",82,84,35000000.0,50.0,14,85.5,34.0,68.33333333333333,70.33333333333333,83.28571428571429,74.25,9.8
Josué Chiamulera ,185 cm,80 kg,Right,"Feb. 29, 1992",31,CB,82,82,21000000.0,24.5,10,63.0,84.5,66.66666666666667,58.333333333333336,76.0,51.125,13.8
Lucas Mantela ,183 cm,77 kg,Right,"Feb. 29, 2000",23,GK,82,82,26000000.0,16.5,81,20.0,17.5,40.5,20.0,51.42857142857143,22.875,81.8
Mario Hermoso ,184 cm,76 kg,Left,"June 18, 1995",28,CB,82,83,26500000.0,65.0,8,71.5,82.5,75.16666666666667,77.33333333333333,74.42857142857143,55.875,8.8
Dayot Upamecano ,186 cm,90 kg,Right,"Oct. 27, 1998",25,CB,82,86,30500000.0,60.0,9,73.0,83.0,71.33333333333333,67.0,77.28571428571429,45.125,9.0
Manuel Akanji ,187 cm,91 kg,Right,"July 19, 1995",28,CB,82,83,28000000.0,130.0,9,73.0,83.5,70.16666666666667,72.33333333333333,75.0,54.375,9.4
Ferland Mendy ,180 cm,73 kg,Left,"June 8, 1995",28,LB,82,82,27500000.0,160.0,9,75.5,78.5,78.83333333333333,78.66666666666667,87.0,60.5,10.2
Rodrigo Bentancur ,187 cm,73 kg,Right,"June 25, 1997",26,"CM, CDM",82,85,33000000.0,100.0,12,85.0,80.5,80.0,81.33333333333333,74.0,67.75,11.0
Federico Dimarco ,175 cm,75 kg,Left,"Nov. 10, 1997",26,"LWB, LM, CB",82,85,30500000.0,80.0,7,81.5,76.0,76.16666666666667,81.0,76.28571428571429,70.875,8.6
David García ,185 cm,72 kg,Right,"Feb. 14, 1994",29,CB,82,83,25500000.0,39.0,8,69.5,83.5,69.0,71.66666666666667,64.28571428571429,44.0,9.8
Ivan Provedel ,192 cm,84 kg,Right,"March 17, 1994",29,GK,82,82,21000000.0,50.0,85,19.0,21.5,45.166666666666664,46.0,45.0,22.75,81.2
Lucas Torreira ,166 cm,60 kg,Right,"Feb. 11, 1996",27,"CDM, CM",82,84,28500000.0,50.0,9,78.5,80.0,80.16666666666667,76.33333333333333,80.42857142857143,66.625,7.8
Joelinton ,186 cm,81 kg,Right,"Aug. 14, 1996",27,"CM, LW",82,83,33000000.0,125.0,13,84.5,79.5,83.16666666666667,77.33333333333333,80.14285714285714,64.375,11.2
Enes Ünal ,187 cm,78 kg,Right,"May 10, 1997",26,ST,82,84,34000000.0,44.0,13,82.5,38.5,68.33333333333333,66.66666666666667,78.42857142857143,81.375,11.2
Mattia Zaccagni ,177 cm,63 kg,Right,"June 16, 1995",28,LW,82,82,30500000.0,75.0,7,87.5,55.0,73.16666666666667,75.0,81.71428571428571,69.0,11.6
Jeremías Conan Ledesma ,186 cm,83 kg,Right,"Feb. 13, 1993",30,GK,82,82,20500000.0,32.0,84,15.0,14.5,36.666666666666664,27.0,50.57142857142857,24.125,80.0
Youri Tielemans ,176 cm,72 kg,Right,"May 7, 1997",26,"CM, CDM",82,84,33000000.0,100.0,12,81.0,69.0,76.5,84.66666666666667,64.42857142857143,78.25,10.0
Seko Fofana ,185 cm,74 kg,Right,"May 7, 1995",28,CM,82,82,30500000.0,60.0,10,81.5,75.5,80.16666666666667,74.66666666666667,76.57142857142857,69.625,9.4
Ángel Correa ,171 cm,70 kg,Right,"March 9, 1995",28,"ST, RM",82,82,31000000.0,75.0,16,86.5,48.5,75.83333333333333,74.33333333333333,83.42857142857143,77.5,11.2
Thomas Lemar ,171 cm,66 kg,Left,"Nov. 12, 1995",28,"CM, LM",82,83,32000000.0,65.0,14,86.0,72.5,78.0,82.0,78.57142857142857,75.125,12.0
Ricardo Horta ,173 cm,63 kg,Right,"Sept. 15, 1994",29,"CAM, CF, RM",82,82,30500000.0,23.5,13,80.0,39.5,74.33333333333333,77.66666666666667,78.0,78.0,9.4
João Mário ,179 cm,73 kg,Right,"Jan. 19, 1993",30,"RM, LM, CM",82,82,29500000.0,20.5,8,84.5,69.5,78.33333333333333,80.33333333333333,74.0,73.125,9.0
Robert Andrich ,186 cm,86 kg,Right,"Sept. 22, 1994",29,"CDM, CM",82,82,27000000.0,65.0,15,75.0,80.5,78.0,76.33333333333333,69.57142857142857,74.75,10.8
Timo Werner ,180 cm,76 kg,Right,"March 6, 1996",27,ST,82,83,33000000.0,75.0,9,82.5,22.0,69.66666666666667,68.0,80.85714285714286,75.375,10.0
Vincenzo Grifo ,180 cm,76 kg,Right,"April 7, 1993",30,"LM, CF, CAM",82,82,29500000.0,75.0,14,82.5,30.5,68.83333333333333,82.0,71.71428571428571,78.625,10.4
Mark Flekken ,195 cm,87 kg,Right,"June 13, 1993",30,GK,82,82,20500000.0,55.0,85,23.0,16.5,37.0,31.666666666666668,42.714285714285715,21.0,80.8
Gayà ,172 cm,66 kg,Left,"May 25, 1995",28,"LB, LWB",82,82,27500000.0,75.0,9,78.5,82.0,77.66666666666667,78.0,78.57142857142857,60.875,10.6
Otávio ,171 cm,67 kg,Right,"Feb. 9, 1995",28,"RM, LM",82,82,30500000.0,60.0,15,85.5,66.5,79.16666666666667,79.66666666666667,77.85714285714286,70.0,11.4
Fabian Schär ,188 cm,84 kg,Right,"Dec. 20, 1991",31,CB,82,82,21000000.0,115.0,15,75.0,82.0,77.16666666666667,76.66666666666667,64.85714285714286,70.625,10.6
Raphaël Guerreiro ,170 cm,69 kg,Left,"Dec. 22, 1993",29,"LB, LM, CM",82,82,27000000.0,70.0,8,88.0,77.5,78.0,84.0,70.0,72.75,9.0
Mateo Kovačić ,177 cm,80 kg,Right,"May 6, 1994",29,"CM, CDM",82,82,29500000.0,150.0,7,87.5,71.5,79.16666666666667,82.0,73.42857142857143,67.5,6.8
Carvajal ,173 cm,73 kg,Right,"Jan. 11, 1992",31,RB,82,82,22000000.0,155.0,15,79.5,80.5,77.83333333333333,78.0,80.42857142857143,56.625,13.0
Jordan Pickford ,185 cm,77 kg,Left,"March 7, 1994",29,GK,82,84,21000000.0,45.0,87,27.0,16.0,49.666666666666664,45.0,56.57142857142857,26.375,82.8
Stefan Savić ,187 cm,80 kg,Right,"Jan. 8, 1991",32,CB,82,82,20000000.0,60.0,12,56.5,83.5,69.0,59.666666666666664,67.57142857142857,40.25,13.2
Iñigo Martínez ,182 cm,76 kg,Left,"May 17, 1991",32,CB,82,82,20000000.0,145.0,11,61.0,83.5,71.16666666666667,69.33333333333333,72.28571428571429,62.125,12.6
Roberto Firmino ,181 cm,76 kg,Right,"Oct. 2, 1991",32,"CF, ST",82,82,25500000.0,55.0,10,87.5,53.0,78.83333333333333,77.66666666666667,78.57142857142857,75.5,8.8
Granit Xhaka ,185 cm,82 kg,Left,"Sept. 27, 1992",31,"CM, CDM",82,82,29000000.0,65.0,13,77.5,76.5,79.66666666666667,81.66666666666667,62.857142857142854,70.75,9.2
Anthony Lopes ,184 cm,81 kg,Left,"Oct. 1, 1990",33,GK,82,82,15000000.0,37.0,86,18.0,14.0,45.666666666666664,27.333333333333332,63.0,20.375,79.6
Dušan Tadić ,181 cm,76 kg,Left,"Nov. 20, 1988",35,"LW, CF, RW",82,82,14500000.0,50.0,16,84.5,30.0,72.83333333333333,83.66666666666667,74.57142857142857,78.625,12.2
Stefan de Vrij ,189 cm,78 kg,Right,"Feb. 5, 1992",31,CB,82,82,21000000.0,85.0,13,69.0,83.5,72.0,64.66666666666667,68.71428571428571,47.5,10.4
Callum Wilson ,180 cm,66 kg,Right,"Feb. 27, 1992",31,ST,82,82,25500000.0,135.0,6,79.5,33.5,72.66666666666667,65.33333333333333,77.71428571428571,74.875,9.8
Nicolás Otamendi ,183 cm,78 kg,Right,"Feb. 12, 1988",35,CB,82,82,8000000.0,13.5,12,58.5,82.0,74.0,66.0,71.57142857142857,56.125,9.6
Mario Götze ,176 cm,72 kg,Right,"June 3, 1992",31,"CAM, CF, LM",82,82,25000000.0,50.0,10,87.0,47.5,76.5,82.66666666666667,72.57142857142857,72.5,9.8
Fernando ,183 cm,76 kg,Right,"July 25, 1987",36,"CDM, CB",82,82,8500000.0,25.0,5,74.0,83.0,77.66666666666667,74.33333333333333,71.14285714285714,62.5,5.8
Olivier Giroud ,193 cm,91 kg,Left,"Sept. 30, 1986",37,ST,82,82,10500000.0,65.0,5,77.5,28.5,75.83333333333333,70.0,60.857142857142854,80.125,9.8
Joselu ,192 cm,80 kg,Right,"March 27, 1990",33,ST,82,82,19500000.0,19.0,7,79.0,24.0,68.16666666666667,65.33333333333333,66.42857142857143,80.0,10.4
Balde ,175 cm,69 kg,Left,"Oct. 18, 2003",20,"LB, RB",81,89,25500000.0,55.0,13,79.0,79.5,66.66666666666667,76.33333333333333,79.0,45.75,8.6
Manuel Ugarte ,182 cm,77 kg,Right,"April 11, 2001",22,"CDM, CM",81,86,27000000.0,70.0,13,78.0,79.5,80.33333333333333,73.66666666666667,71.57142857142857,58.125,10.6
Ali Al Musrati ,189 cm,83 kg,Right,"April 6, 1996",27,"CDM, CM",81,82,24000000.0,19.0,8,74.5,81.0,77.16666666666667,73.66666666666667,66.71428571428571,59.75,9.0
Beto ,194 cm,88 kg,Right,"Jan. 31, 1998",25,ST,81,83,29000000.0,55.0,13,77.0,20.5,65.16666666666667,56.333333333333336,79.28571428571429,71.75,10.8
Dejan Kulusevski ,186 cm,75 kg,Left,"April 25, 2000",23,RW,81,85,29500000.0,90.0,5,85.5,59.5,74.16666666666667,79.66666666666667,75.57142857142857,72.125,8.8
Edmond Tapsoba ,194 cm,84 kg,Right,"Feb. 2, 1999",24,CB,81,85,26000000.0,49.0,15,70.0,80.5,69.66666666666667,65.66666666666667,74.28571428571429,54.875,10.0
Samuel Chukwueze ,172 cm,70 kg,Left,"May 22, 1999",24,"RW, RM",81,86,29500000.0,70.0,6,84.5,32.5,63.833333333333336,73.0,79.0,66.25,8.4
Sancet ,188 cm,72 kg,Right,"April 25, 2000",23,"CAM, CM, ST",81,87,29500000.0,31.0,7,83.0,64.0,76.16666666666667,75.66666666666667,76.57142857142857,71.25,10.8
Amir Rrahmani ,192 cm,83 kg,Right,"Feb. 24, 1994",29,CB,81,81,21500000.0,60.0,7,64.0,84.0,68.16666666666667,61.0,65.42857142857143,51.25,9.6
Jonathan David ,175 cm,70 kg,Right,"Jan. 14, 2000",23,ST,81,84,30000000.0,41.0,7,79.0,24.0,68.16666666666667,71.0,80.0,73.875,7.8
Pedro Porro ,173 cm,69 kg,Right,"Sept. 13, 1999",24,"RB, RWB",81,84,27000000.0,75.0,7,82.0,76.5,77.0,77.33333333333333,79.28571428571429,70.75,9.6
João Félix ,181 cm,72 kg,Right,"Nov. 10, 1999",24,"CF, ST, LW",81,87,30000000.0,60.0,14,85.0,38.5,72.16666666666667,77.0,78.28571428571429,76.125,13.2
Nicolás González ,180 cm,72 kg,Left,"April 6, 1998",25,"RW, LW",81,84,28500000.0,70.0,8,85.0,42.5,68.16666666666667,74.66666666666667,77.71428571428571,71.5,7.6
Jonathan Clauss ,178 cm,69 kg,Right,"Sept. 25, 1992",31,"RWB, RM, RB",81,81,22000000.0,45.0,15,77.5,73.5,74.0,76.0,77.71428571428571,66.25,13.4
Ibrahima Konaté ,194 cm,95 kg,Right,"May 25, 1999",24,CB,81,87,26000000.0,90.0,15,69.0,83.0,67.66666666666667,60.666666666666664,71.42857142857143,39.0,9.8
Martin Terrier ,184 cm,78 kg,Right,"March 4, 1997",26,"LM, ST",81,82,28000000.0,60.0,8,81.0,32.5,66.83333333333333,74.33333333333333,78.71428571428571,75.75,8.6
Arnaut Danjuma ,178 cm,74 kg,Right,"Jan. 31, 1997",26,"ST, LM",81,82,28500000.0,45.0,14,83.5,49.5,68.0,74.33333333333333,78.71428571428571,75.0,11.0
Reinildo ,180 cm,73 kg,Left,"Jan. 21, 1994",29,"LB, CB",81,81,22500000.0,60.0,7,75.5,81.0,74.16666666666667,70.0,80.14285714285714,55.25,9.8
Brais Méndez ,187 cm,76 kg,Left,"Jan. 7, 1997",26,"CM, CAM, RM",81,82,28000000.0,42.0,8,83.5,65.0,77.16666666666667,81.66666666666667,71.14285714285714,75.125,9.0
